country_code,time_batch,interval_start,interval_end,event_count
IND,2021-06-01,2021-06-01,2021-06-01,2
IND,2021-06-07,2021-06-07,2021-06-07,1
IND,2021-07-01,2021-07-01,2021-07-01,1
IND,2021-07-17,2021-07-17,2021-07-17,1
IND,2021-07-28,2021-07-28,2021-07-28,2
IND,2021-08-11,2021-08-11,2021-08-11,1
IND,2021-09-08,2021-09-08,2021-09-08,1
IND,2021-09-13,2021-09-13,2021-09-13,1
IND,2021-09-26,2021-09-26,2021-09-26,1
IND,2021-10-03,2021-10-03,2021-10-03,1
IND,2021-10-11,2021-10-11,2021-10-11,1
IND,2021-10-18,2021-10-18,2021-10-18,1
IND,2021-11-06,2021-11-06,2021-11-06,2
IND,2021-11-18,2021-11-18,2021-11-18,1
IND,2021-12-04,2021-12-04,2021-12-04,1
IND,2022-01-01,2022-01-01,2022-01-01,1
IND,2022-02-16,2022-02-16,2022-02-16,1
IND,2022-03,2022-03-01,2022-03-31,1
IND,2022-04-01,2022-04-01,2022-04-01,1
IND,2022-04-27,2022-04-27,2022-04-27,1
IND,2022-05-13,2022-05-13,2022-05-13,1
IND,2022-05-17,2022-05-17,2022-05-17,1
IND,2022-06-05,2022-06-05,2022-06-05,1
IND,2022-06-30,2022-06-30,2022-06-30,1
IND,2022-08,2022-08-01,2022-08-31,1
IND,2022-08-03,2022-08-03,2022-08-03,1
IND,2022-09-18,2022-09-18,2022-09-18,1
IND,2022-10-01,2022-10-01,2022-10-01,1
IND,2022-10-05,2022-10-05,2022-10-05,1
IND,2022-10-30,2022-10-30,2022-10-30,1
IND,2022-12-09,2022-12-09,2022-12-09,1
IND,2022-12-23,2022-12-23,2022-12-23,1
IND,2023-01-24,2023-01-24,2023-01-24,1
IND,2023-03-17,2023-03-17,2023-03-17,1
IND,2023-03-30,2023-03-30,2023-03-30,1
IND,2023-04,2023-04-01,2023-04-30,2
IND,2023-05-07,2023-05-07,2023-05-07,1
IND,2023-05-14,2023-05-14,2023-05-14,1
IND,2023-06-02,2023-06-02,2023-06-02,1
IND,2023-06-14,2023-06-14,2023-06-14,1
IND,2023-06-19,2023-06-19,2023-06-19,1
IND,2023-06-25,2023-06-25,2023-06-25,1
IND,2023-06-26,2023-06-26,2023-06-26,1
IND,2023-06-30,2023-06-30,2023-06-30,1
IND,2023-07-19,2023-07-19,2023-07-19,1
IND,2023-07-27,2023-07-27,2023-07-27,1
IND,2023-08-01,2023-08-01,2023-08-01,1
IND,2023-08-23,2023-08-23,2023-08-23,3
IND,2023-09-02,2023-09-02,2023-09-02,1
IND,2023-10-05,2023-10-05,2023-10-05,1
IND,2023-11-15,2023-11-15,2023-11-15,1
IND,2023-11-26,2023-11-26,2023-11-26,1
IND,2023-12-05,2023-12-05,2023-12-05,1
IND,2023-12-18,2023-12-18,2023-12-18,1
IRL,2000-01-01,2000-01-01,2000-01-01,1
IRL,2000-11-05,2000-11-05,2000-11-05,1
IRL,2002-11-14,2002-11-14,2002-11-14,1
IRL,2004-10-27,2004-10-27,2004-10-27,1
IRL,2005-01-07,2005-01-07,2005-01-07,1
IRL,2007-01-17,2007-01-17,2007-01-17,1
IRL,2009-11-18,2009-11-18,2009-11-18,1
IRL,2011-10-24,2011-10-24,2011-10-24,1
IRL,2014-02-12,2014-02-12,2014-02-12,1
IRL,2015-12-04,2015-12-04,2015-12-04,1
IRL,2017-08-22,2017-08-22,2017-08-22,1
IRL,2017-11-22,2017-11-22,2017-11-22,1
IRL,2018-01-02,2018-01-02,2018-01-02,1
IRL,2020-02-09,2020-02-09,2020-02-09,1
IRL,2020-02-14,2020-02-14,2020-02-14,1
IRL,2022-02-18,2022-02-18,2022-02-18,1
IRL,2022-05-30,2022-05-30,2022-05-30,1
IRL,2023-07,2023-07-01,2023-07-31,1
IRN,2000-01-18,2000-01-18,2000-01-18,1
IRN,2000-02-02,2000-02-02,2000-02-02,2
IRN,2000-02-14,2000-02-14,2000-02-14,1
IRN,2000-03-25,2000-03-25,2000-03-25,2
IRN,2000-03-29,2000-03-29,2000-03-29,1
IRN,2000-05-02,2000-05-02,2000-05-02,1
IRN,2000-06-01,2000-06-01,2000-06-01,1
IRN,2000-06-21,2000-06-21,2000-06-21,1
IRN,2000-08-01,2000-08-01,2000-08-01,1
IRN,2000-08-08,2000-08-08,2000-08-08,1
IRN,2000-09-09,2000-09-09,2000-09-09,1
IRN,2000-09-14,2000-09-14,2000-09-14,1
IRN,2001-01-06,2001-01-06,2001-01-06,1
IRN,2001-03-12,2001-03-12,2001-03-12,1
IRN,2001-05-06,2001-05-06,2001-05-06,2
IRN,2001-05-16,2001-05-16,2001-05-16,1
IRN,2001-05-17,2001-05-17,2001-05-17,1
IRN,2001-06-09,2001-06-09,2001-06-09,1
IRN,2001-06-12,2001-06-12,2001-06-12,1
IRN,2001-06-15,2001-06-15,2001-06-15,1
IRN,2001-06-27,2001-06-27,2001-06-27,1
IRN,2001-07-04,2001-07-04,2001-07-04,1
IRN,2001-07-20,2001-07-20,2001-07-20,1
IRN,2001-08-10,2001-08-10,2001-08-10,1
IRN,2001-08-18,2001-08-18,2001-08-18,1
IRN,2001-09-30,2001-09-30,2001-09-30,1
IRN,2001-10-01,2001-10-01,2001-10-01,1
IRN,2001-10-08,2001-10-08,2001-10-08,1
IRN,2001-10-22,2001-10-22,2001-10-22,1
IRN,2001-12-17,2001-12-17,2001-12-17,1
IRN,2002-01-04,2002-01-04,2002-01-04,1
IRN,2002-01-11,2002-01-11,2002-01-11,1
IRN,2002-02-07,2002-02-07,2002-02-07,1
IRN,2002-02-12,2002-02-12,2002-02-12,1
IRN,2002-02-16,2002-02-16,2002-02-16,1
IRN,2002-02-17,2002-02-17,2002-02-17,1
IRN,2002-04-14,2002-04-14,2002-04-14,1
IRN,2002-04-24,2002-04-24,2002-04-24,1
IRN,2002-05-01,2002-05-01,2002-05-01,1
IRN,2002-06,2002-06-01,2002-06-30,1
IRN,2002-06-09,2002-06-09,2002-06-09,1
IRN,2002-06-14,2002-06-14,2002-06-14,1
IRN,2002-06-22,2002-06-22,2002-06-22,1
IRN,2002-07-14,2002-07-14,2002-07-14,1
IRN,2002-08-10,2002-08-10,2002-08-10,1
IRN,2002-08-13,2002-08-13,2002-08-13,1
IRN,2002-09-07,2002-09-07,2002-09-07,1
IRN,2002-09-25,2002-09-25,2002-09-25,1
IRN,2002-10-24,2002-10-24,2002-10-24,1
IRN,2002-12-15,2002-12-15,2002-12-15,1
IRN,2002-12-23,2002-12-23,2002-12-23,1
IRN,2002-12-24,2002-12-24,2002-12-24,1
IRN,2002-12-27,2002-12-27,2002-12-27,1
IRN,2002-12-30,2002-12-30,2002-12-30,1
IRN,2003-01-04,2003-01-04,2003-01-04,1
IRN,2003-01-11,2003-01-11,2003-01-11,1
IRN,2003-01-14,2003-01-14,2003-01-14,1
IRN,2003-02-10,2003-02-10,2003-02-10,1
IRN,2003-02-19,2003-02-19,2003-02-19,1
IRN,2003-02-26,2003-02-26,2003-02-26,1
IRN,2003-03-06,2003-03-06,2003-03-06,1
IRN,2003-03-26,2003-03-26,2003-03-26,1
IRN,2003-05-30,2003-05-30,2003-05-30,1
IRN,2003-07-03,2003-07-03,2003-07-03,1
IRN,2003-07-10,2003-07-10,2003-07-10,1
IRN,2003-07-26,2003-07-26,2003-07-26,1
IRN,2003-09-11,2003-09-11,2003-09-11,1
IRN,2003-09-27,2003-09-27,2003-09-27,1
IRN,2003-11-08,2003-11-08,2003-11-08,1
IRN,2003-11-16,2003-11-16,2003-11-16,1
IRN,2003-12-11,2003-12-11,2003-12-11,1
IRN,2003-12-16,2003-12-16,2003-12-16,1
IRN,2003-12-26,2003-12-26,2003-12-26,1
IRN,2004-02-15,2004-02-15,2004-02-15,1
IRN,2004-02-18,2004-02-18,2004-02-18,1
IRN,2004-04-05,2004-04-05,2004-04-05,1
IRN,2004-05-28,2004-05-28,2004-05-28,1
IRN,2004-06-12,2004-06-12,2004-06-12,1
IRN,2004-06-24,2004-06-24,2004-06-24,1
IRN,2004-07-14,2004-07-14,2004-07-14,1
IRN,2004-08-18,2004-08-18,2004-08-18,1
IRN,2004-09-11,2004-09-11,2004-09-11,1
IRN,2004-09-20,2004-09-20,2004-09-20,1
IRN,2004-10-03,2004-10-03,2004-10-03,1
IRN,2004-10-17,2004-10-17,2004-10-17,1
IRN,2004-10-21,2004-10-21,2004-10-21,1
IRN,2004-11-19,2004-11-19,2004-11-19,1
IRN,2004-12-09,2004-12-09,2004-12-09,1
IRN,2004-12-10,2004-12-10,2004-12-10,1
IRN,2005-01-04,2005-01-04,2005-01-04,1
IRN,2005-01-10,2005-01-10,2005-01-10,1
IRN,2005-01-13,2005-01-13,2005-01-13,1
IRN,2005-01-18,2005-01-18,2005-01-18,1
IRN,2005-01-21,2005-01-21,2005-01-21,1
IRN,2005-02-10,2005-02-10,2005-02-10,1
IRN,2005-02-13,2005-02-13,2005-02-13,1
IRN,2005-02-14,2005-02-14,2005-02-14,1
IRN,2005-02-22,2005-02-22,2005-02-22,1
IRN,2005-03-11,2005-03-11,2005-03-11,1
IRN,2005-03-13,2005-03-13,2005-03-13,1
IRN,2005-06-28,2005-06-28,2005-06-28,1
IRN,2005-07-16,2005-07-16,2005-07-16,1
IRN,2005-07-31,2005-07-31,2005-07-31,1
IRN,2005-08-09,2005-08-09,2005-08-09,1
IRN,2005-08-15,2005-08-15,2005-08-15,1
IRN,2005-08-25,2005-08-25,2005-08-25,2
IRN,2005-09-15,2005-09-15,2005-09-15,1
IRN,2005-09-22,2005-09-22,2005-09-22,1
IRN,2005-11-07,2005-11-07,2005-11-07,1
IRN,2005-11-27,2005-11-27,2005-11-27,1
IRN,2005-12-06,2005-12-06,2005-12-06,1
IRN,2006-01-09,2006-01-09,2006-01-09,1
IRN,2006-02-28,2006-02-28,2006-02-28,1
IRN,2006-03-31,2006-03-31,2006-03-31,1
IRN,2006-05,2006-05-01,2006-05-31,1
IRN,2006-05-07,2006-05-07,2006-05-07,1
IRN,2006-05-08,2006-05-08,2006-05-08,1
IRN,2006-06-26,2006-06-26,2006-06-26,1
IRN,2006-07-26,2006-07-26,2006-07-26,1
IRN,2006-09-01,2006-09-01,2006-09-01,1
IRN,2006-09-03,2006-09-03,2006-09-03,1
IRN,2006-11-26,2006-11-26,2006-11-26,1
IRN,2006-11-27,2006-11-27,2006-11-27,1
IRN,2007-01-11,2007-01-11,2007-01-11,1
IRN,2007-04-09,2007-04-09,2007-04-09,1
IRN,2007-06-06,2007-06-06,2007-06-06,1
IRN,2007-06-27,2007-06-27,2007-06-27,1
IRN,2007-07-07,2007-07-07,2007-07-07,1
IRN,2007-07-14,2007-07-14,2007-07-14,1
IRN,2008-01,2008-01-01,2008-01-31,1
IRN,2008-03-16,2008-03-16,2008-03-16,1
IRN,2008-05-01,2008-05-01,2008-05-01,1
IRN,2008-05-23,2008-05-23,2008-05-23,1
IRN,2008-05-25,2008-05-25,2008-05-25,1
IRN,2008-06-30,2008-06-30,2008-06-30,1
IRN,2008-08-07,2008-08-07,2008-08-07,1
IRN,2008-08-21,2008-08-21,2008-08-21,1
IRN,2008-09-09,2008-09-09,2008-09-09,1
IRN,2008-09-10,2008-09-10,2008-09-10,1
IRN,2008-11-27,2008-11-27,2008-11-27,1
IRN,2008-12-23,2008-12-23,2008-12-23,1
IRN,2009-03-25,2009-03-25,2009-03-25,1
IRN,2009-04-19,2009-04-19,2009-04-19,1
IRN,2009-05-04,2009-05-04,2009-05-04,1
IRN,2009-07-15,2009-07-15,2009-07-15,1
IRN,2009-07-24,2009-07-24,2009-07-24,1
IRN,2009-11-03,2009-11-03,2009-11-03,1
IRN,2010-01-16,2010-01-16,2010-01-16,1
IRN,2010-07-30,2010-07-30,2010-07-30,1
IRN,2010-08-27,2010-08-27,2010-08-27,1
IRN,2010-09-10,2010-09-10,2010-09-10,1
IRN,2010-09-15,2010-09-15,2010-09-15,1
IRN,2010-09-27,2010-09-27,2010-09-27,1
IRN,2010-10-12,2010-10-12,2010-10-12,1
IRN,2010-11-06,2010-11-06,2010-11-06,1
IRN,2010-12-20,2010-12-20,2010-12-20,1
IRN,2011-01-19,2011-01-19,2011-01-19,1
IRN,2011-07-31,2011-07-31,2011-07-31,1
IRN,2011-09-22,2011-09-22,2011-09-22,1
IRN,2011-10-20,2011-10-20,2011-10-20,1
IRN,2011-11-17,2011-11-17,2011-11-17,1
IRN,2012-01-19,2012-01-19,2012-01-19,1
IRN,2012-01-21,2012-01-21,2012-01-21,1
IRN,2012-08-11,2012-08-11,2012-08-11,1
IRN,2012-09-02,2012-09-02,2012-09-02,1
IRN,2012-10-12,2012-10-12,2012-10-12,1
IRN,2012-10-19,2012-10-19,2012-10-19,1
IRN,2012-11-14,2012-11-14,2012-11-14,1
IRN,2012-12-05,2012-12-05,2012-12-05,1
IRN,2013-04-05,2013-04-05,2013-04-05,1
IRN,2013-04-09,2013-04-09,2013-04-09,1
IRN,2013-04-16,2013-04-16,2013-04-16,1
IRN,2013-09-09,2013-09-09,2013-09-09,1
IRN,2013-09-17,2013-09-17,2013-09-17,1
IRN,2013-11-28,2013-11-28,2013-11-28,1
IRN,2014-01-02,2014-01-02,2014-01-02,1
IRN,2014-06-01,2014-06-01,2014-06-01,1
IRN,2014-08-10,2014-08-10,2014-08-10,1
IRN,2014-08-18,2014-08-18,2014-08-18,1
IRN,2015-03-10,2015-03-10,2015-03-10,1
IRN,2015-03-11,2015-03-11,2015-03-11,1
IRN,2015-06-02,2015-06-02,2015-06-02,1
IRN,2015-07-14,2015-07-14,2015-07-14,1
IRN,2015-09-06,2015-09-06,2015-09-06,1
IRN,2015-09-18,2015-09-18,2015-09-18,1
IRN,2015-10-18,2015-10-18,2015-10-18,1
IRN,2015-11-12,2015-11-12,2015-11-12,1
IRN,2016-07-23,2016-07-23,2016-07-23,1
IRN,2016-09-01,2016-09-01,2016-09-01,1
IRN,2016-11-09,2016-11-09,2016-11-09,1
IRN,2016-11-25,2016-11-25,2016-11-25,1
IRN,2017-01-19,2017-01-19,2017-01-19,1
IRN,2017-04-15,2017-04-15,2017-04-15,1
IRN,2017-05-03,2017-05-03,2017-05-03,1
IRN,2017-05-13,2017-05-13,2017-05-13,1
IRN,2017-08-10,2017-08-10,2017-08-10,1
IRN,2017-09-01,2017-09-01,2017-09-01,1
IRN,2017-11-12,2017-11-12,2017-11-12,1
IRN,2017-12-20,2017-12-20,2017-12-20,1
IRN,2018-02-18,2018-02-18,2018-02-18,1
IRN,2018-03-11,2018-03-11,2018-03-11,1
IRN,2018-07-11,2018-07-11,2018-07-11,1
IRN,2018-07-22,2018-07-22,2018-07-22,1
IRN,2018-08-26,2018-08-26,2018-08-26,1
IRN,2018-09-17,2018-09-17,2018-09-17,1
IRN,2018-10-05,2018-10-05,2018-10-05,1
IRN,2018-11-25,2018-11-25,2018-11-25,1
IRN,2018-12-26,2018-12-26,2018-12-26,1
IRN,2019-01-14,2019-01-14,2019-01-14,1
IRN,2019-03-09,2019-03-09,2019-03-09,1
IRN,2019-03-19,2019-03-19,2019-03-19,1
IRN,2019-07-08,2019-07-08,2019-07-08,1
IRN,2019-07-16,2019-07-16,2019-07-16,1
IRN,2019-10-12,2019-10-12,2019-10-12,1
IRN,2019-11-08,2019-11-08,2019-11-08,1
IRN,2019-11-14,2019-11-14,2019-11-14,1
IRN,2020-01-07,2020-01-07,2020-01-07,1
IRN,2020-01-09,2020-01-09,2020-01-09,1
IRN,2020-02-23,2020-02-23,2020-02-23,1
IRN,2020-02-24,2020-02-24,2020-02-24,2
IRN,2020-04,2020-04-01,2020-04-30,1
IRN,2020-04-10,2020-04-10,2020-04-10,1
IRN,2020-09-04,2020-09-04,2020-09-04,1
IRN,2020-11-24,2020-11-24,2020-11-24,1
IRN,2020-11-29,2020-11-29,2020-11-29,1
IRN,2020-12-25,2020-12-25,2020-12-25,1
IRN,2021,2021-01-01,2021-12-31,1
IRN,2021-02-17,2021-02-17,2021-02-17,1
IRN,2021-04-18,2021-04-18,2021-04-18,1
IRN,2021-05-01,2021-05-01,2021-05-01,1
IRN,2021-07-14,2021-07-14,2021-07-14,1
IRN,2021-09-01,2021-09-01,2021-09-01,1
IRN,2021-10-01,2021-10-01,2021-10-01,1
IRN,2021-11-14,2021-11-14,2021-11-14,1
IRN,2021-12-25,2021-12-25,2021-12-25,1
IRN,2022-01-01,2022-01-01,2022-01-01,1
IRN,2022-01-15,2022-01-15,2022-01-15,1
IRN,2022-05-21,2022-05-21,2022-05-21,1
IRN,2022-06-08,2022-06-08,2022-06-08,1
IRN,2022-07-02,2022-07-02,2022-07-02,1
IRN,2022-07-23,2022-07-23,2022-07-23,1
IRN,2022-08-30,2022-08-30,2022-08-30,1
IRN,2022-10-05,2022-10-05,2022-10-05,1
IRN,2023-01-18,2023-01-18,2023-01-18,1
IRN,2023-01-28,2023-01-28,2023-01-28,1
IRN,2023-03-13,2023-03-13,2023-03-13,1
IRN,2023-03-24,2023-03-24,2023-03-24,1
IRN,2023-04-10,2023-04-10,2023-04-10,1
IRN,2023-06-26,2023-06-26,2023-06-26,1
IRN,2023-08-25,2023-08-25,2023-08-25,1
IRN,2023-09-20,2023-09-20,2023-09-20,1
IRN,2023-11-03,2023-11-03,2023-11-03,1
IRQ,2000-09,2000-09-01,2000-09-30,1
IRQ,2003-04-28,2003-04-28,2003-04-28,1
IRQ,2003-06-28,2003-06-28,2003-06-28,1
IRQ,2003-08-18,2003-08-18,2003-08-18,1
IRQ,2004-11-30,2004-11-30,2004-11-30,1
IRQ,2004-12-12,2004-12-12,2004-12-12,1
IRQ,2005-01-23,2005-01-23,2005-01-23,1
IRQ,2005-02-04,2005-02-04,2005-02-04,1
IRQ,2005-08-31,2005-08-31,2005-08-31,1
IRQ,2006-01-07,2006-01-07,2006-01-07,1
IRQ,2006-02-04,2006-02-04,2006-02-04,1
IRQ,2006-08-29,2006-08-29,2006-08-29,1
IRQ,2006-11-05,2006-11-05,2006-11-05,1
IRQ,2007-01-09,2007-01-09,2007-01-09,1
IRQ,2007-01-20,2007-01-20,2007-01-20,1
IRQ,2007-08-14,2007-08-14,2007-08-14,1
IRQ,2008-03-11,2008-03-11,2008-03-11,1
IRQ,2008-08-07,2008-08-07,2008-08-07,1
IRQ,2008-09-10,2008-09-10,2008-09-10,1
IRQ,2009-10-30,2009-10-30,2009-10-30,1
IRQ,2009-11-26,2009-11-26,2009-11-26,1
IRQ,2010-07-16,2010-07-16,2010-07-16,1
IRQ,2010-08-07,2010-08-07,2010-08-07,1
IRQ,2010-12-03,2010-12-03,2010-12-03,1
IRQ,2011-04-22,2011-04-22,2011-04-22,1
IRQ,2012-12-25,2012-12-25,2012-12-25,1
IRQ,2013-11-18,2013-11-18,2013-11-18,1
IRQ,2015-09-15,2015-09-15,2015-09-15,1
IRQ,2015-10-28,2015-10-28,2015-10-28,1
IRQ,2016-08-10,2016-08-10,2016-08-10,1
IRQ,2017-08-19,2017-08-19,2017-08-19,1
IRQ,2017-11-12,2017-11-12,2017-11-12,1
IRQ,2018-11-22,2018-11-22,2018-11-22,1
IRQ,2019-03-21,2019-03-21,2019-03-21,1
IRQ,2019-03-24,2019-03-24,2019-03-24,1
IRQ,2020-03-18,2020-03-18,2020-03-18,1
IRQ,2021-01,2021-01-01,2021-01-31,1
IRQ,2021-04,2021-04-01,2021-04-30,1
IRQ,2021-07-12,2021-07-12,2021-07-12,1
IRQ,2021-10-29,2021-10-29,2021-10-29,1
IRQ,2021-12-16,2021-12-16,2021-12-16,1
IRQ,2022-04-16,2022-04-16,2022-04-16,1
IRQ,2022-05-01,2022-05-01,2022-05-01,1
IRQ,2022-09-11,2022-09-11,2022-09-11,1
IRQ,2022-11-17,2022-11-17,2022-11-17,1
IRQ,2023-04-10,2023-04-10,2023-04-10,1
IRQ,2023-09-01,2023-09-01,2023-09-01,1
IRQ,2023-09-27,2023-09-27,2023-09-27,1
ISL,2000-06-17,2000-06-17,2000-06-17,1
ISL,2000-06-21,2000-06-21,2000-06-21,1
ISL,2010-03,2010-03-01,2010-03-31,1
ISL,2023-07,2023-07-01,2023-07-31,1
ISL,2023-10-25,2023-10-25,2023-10-25,1
ISR,2000-01-19,2000-01-19,2000-01-19,1
ISR,2000-07,2000-07-01,2000-07-31,1
ISR,2000-08,2000-08-01,2000-08-31,1
ISR,2001-05-25,2001-05-25,2001-05-25,1
ISR,2005-06-22,2005-06-22,2005-06-22,1
ISR,2008-12-16,2008-12-16,2008-12-16,1
ISR,2010-01-19,2010-01-19,2010-01-19,1
ISR,2010-12-02,2010-12-02,2010-12-02,1
ISR,2013-12-02,2013-12-02,2013-12-02,1
ISR,2015-09-08,2015-09-08,2015-09-08,1
ISR,2016-11-18,2016-11-18,2016-11-18,1
ISR,2018-04-24,2018-04-24,2018-04-24,1
ISR,2020-01-04,2020-01-04,2020-01-04,1
ISR,2020-10-09,2020-10-09,2020-10-09,1
ISR,2021-04-30,2021-04-30,2021-04-30,1
ITA,2000-02-14,2000-02-14,2000-02-14,1
ITA,2000-09-08,2000-09-08,2000-09-08,1
ITA,2000-09-20,2000-09-20,2000-09-20,1
ITA,2000-10-13,2000-10-13,2000-10-13,1
ITA,2000-11-06,2000-11-06,2000-11-06,1
ITA,2001-07-18,2001-07-18,2001-07-18,1
ITA,2001-10-08,2001-10-08,2001-10-08,1
ITA,2001-12-16,2001-12-16,2001-12-16,1
ITA,2002-03-08,2002-03-08,2002-03-08,1
ITA,2002-05,2002-05-01,2002-05-31,1
ITA,2002-06,2002-06-01,2002-06-30,1
ITA,2002-06-06,2002-06-06,2002-06-06,1
ITA,2002-08-04,2002-08-04,2002-08-04,1
ITA,2002-09-06,2002-09-06,2002-09-06,1
ITA,2002-09-14,2002-09-14,2002-09-14,1
ITA,2002-10-29,2002-10-29,2002-10-29,1
ITA,2002-10-31,2002-10-31,2002-10-31,1
ITA,2002-11-22,2002-11-22,2002-11-22,1
ITA,2003-01-23,2003-01-23,2003-01-23,1
ITA,2003-03-13,2003-03-13,2003-03-13,1
ITA,2003-04-11,2003-04-11,2003-04-11,1
ITA,2003-06-10,2003-06-10,2003-06-10,1
ITA,2003-07-16,2003-07-16,2003-07-16,1
ITA,2003-08-29,2003-08-29,2003-08-29,1
ITA,2004-01-10,2004-01-10,2004-01-10,1
ITA,2004-11-13,2004-11-13,2004-11-13,1
ITA,2005-01-07,2005-01-07,2005-01-07,1
ITA,2005-08-06,2005-08-06,2005-08-06,1
ITA,2005-11-18,2005-11-18,2005-11-18,1
ITA,2005-12-27,2005-12-27,2005-12-27,1
ITA,2006-02-06,2006-02-06,2006-02-06,1
ITA,2006-03,2006-03-01,2006-03-31,1
ITA,2006-04-30,2006-04-30,2006-04-30,1
ITA,2006-10-17,2006-10-17,2006-10-17,1
ITA,2007-06,2007-06-01,2007-06-30,1
ITA,2007-06-17,2007-06-17,2007-06-17,1
ITA,2007-07,2007-07-01,2007-07-31,1
ITA,2007-11-04,2007-11-04,2007-11-04,1
ITA,2008-05-29,2008-05-29,2008-05-29,1
ITA,2008-07-12,2008-07-12,2008-07-12,1
ITA,2008-12-11,2008-12-11,2008-12-11,1
ITA,2009-01-24,2009-01-24,2009-01-24,1
ITA,2009-04-06,2009-04-06,2009-04-06,1
ITA,2009-06-29,2009-06-29,2009-06-29,1
ITA,2009-07-20,2009-07-20,2009-07-20,1
ITA,2009-10-01,2009-10-01,2009-10-01,1
ITA,2009-12-21,2009-12-21,2009-12-21,1
ITA,2010-04-12,2010-04-12,2010-04-12,1
ITA,2010-10-31,2010-10-31,2010-10-31,1
ITA,2010-11-08,2010-11-08,2010-11-08,1
ITA,2010-12-01,2010-12-01,2010-12-01,1
ITA,2011-03-15,2011-03-15,2011-03-15,1
ITA,2011-04-06,2011-04-06,2011-04-06,1
ITA,2011-08-01,2011-08-01,2011-08-01,1
ITA,2011-08-17,2011-08-17,2011-08-17,1
ITA,2011-10-25,2011-10-25,2011-10-25,1
ITA,2011-11-04,2011-11-04,2011-11-04,1
ITA,2011-11-26,2011-11-26,2011-11-26,1
ITA,2012-01-13,2012-01-13,2012-01-13,1
ITA,2012-02,2012-02-01,2012-02-29,1
ITA,2012-04-03,2012-04-03,2012-04-03,1
ITA,2012-05-20,2012-05-20,2012-05-20,1
ITA,2012-05-29,2012-05-29,2012-05-29,1
ITA,2012-06-01,2012-06-01,2012-06-01,1
ITA,2012-09-06,2012-09-06,2012-09-06,1
ITA,2012-10-29,2012-10-29,2012-10-29,1
ITA,2012-11-11,2012-11-11,2012-11-11,1
ITA,2013-07-28,2013-07-28,2013-07-28,1
ITA,2013-09-30,2013-09-30,2013-09-30,1
ITA,2013-10-03,2013-10-03,2013-10-03,1
ITA,2013-10-11,2013-10-11,2013-10-11,1
ITA,2013-11-18,2013-11-18,2013-11-18,1
ITA,2014-01-18,2014-01-18,2014-01-18,1
ITA,2014-01-31,2014-01-31,2014-01-31,1
ITA,2014-05-02,2014-05-02,2014-05-02,1
ITA,2014-07-02,2014-07-02,2014-07-02,1
ITA,2014-07-19,2014-07-19,2014-07-19,1
ITA,2014-08-23,2014-08-23,2014-08-23,1
ITA,2014-10-08,2014-10-08,2014-10-08,1
ITA,2014-11-09,2014-11-09,2014-11-09,1
ITA,2014-12-28,2014-12-28,2014-12-28,1
ITA,2015-02-08,2015-02-08,2015-02-08,1
ITA,2015-03-02,2015-03-02,2015-03-02,1
ITA,2015-03-04,2015-03-04,2015-03-04,1
ITA,2015-05-05,2015-05-05,2015-05-05,1
ITA,2015-07-11,2015-07-11,2015-07-11,1
ITA,2015-07-24,2015-07-24,2015-07-24,1
ITA,2015-08-11,2015-08-11,2015-08-11,1
ITA,2015-08-13,2015-08-13,2015-08-13,1
ITA,2015-08-26,2015-08-26,2015-08-26,1
ITA,2015-09-03,2015-09-03,2015-09-03,1
ITA,2015-10-14,2015-10-14,2015-10-14,1
ITA,2016-07-12,2016-07-12,2016-07-12,1
ITA,2016-08-24,2016-08-24,2016-08-24,1
ITA,2016-10-26,2016-10-26,2016-10-26,1
ITA,2016-10-30,2016-10-30,2016-10-30,1
ITA,2016-11-21,2016-11-21,2016-11-21,1
ITA,2017-01-18,2017-01-18,2017-01-18,1
ITA,2017-01-21,2017-01-21,2017-01-21,1
ITA,2017-06-03,2017-06-03,2017-06-03,1
ITA,2017-07,2017-07-01,2017-07-31,1
ITA,2017-08-05,2017-08-05,2017-08-05,1
ITA,2017-08-21,2017-08-21,2017-08-21,1
ITA,2017-09-09,2017-09-09,2017-09-09,1
ITA,2017-11-05,2017-11-05,2017-11-05,1
ITA,2017-12-11,2017-12-11,2017-12-11,1
ITA,2018-02-23,2018-02-23,2018-02-23,1
ITA,2018-08,2018-08-01,2018-08-31,1
ITA,2018-08-06,2018-08-06,2018-08-06,1
ITA,2018-08-14,2018-08-14,2018-08-14,1
ITA,2018-08-21,2018-08-21,2018-08-21,1
ITA,2018-10-29,2018-10-29,2018-10-29,1
ITA,2018-12-24,2018-12-24,2018-12-24,1
ITA,2019-05-11,2019-05-11,2019-05-11,1
ITA,2019-06-26,2019-06-26,2019-06-26,1
ITA,2019-10-07,2019-10-07,2019-10-07,1
ITA,2019-10-20,2019-10-20,2019-10-20,1
ITA,2019-11-03,2019-11-03,2019-11-03,1
ITA,2019-11-12,2019-11-12,2019-11-12,1
ITA,2019-11-23,2019-11-23,2019-11-23,1
ITA,2020-02-08,2020-02-08,2020-02-08,1
ITA,2020-08-12,2020-08-12,2020-08-12,1
ITA,2020-08-29,2020-08-29,2020-08-29,1
ITA,2020-10-02,2020-10-02,2020-10-02,1
ITA,2020-11-20,2020-11-20,2020-11-20,1
ITA,2020-11-28,2020-11-28,2020-11-28,1
ITA,2020-12-04,2020-12-04,2020-12-04,1
