dataset,event_id,year,fold
OOF,2014-0084-AFG,2014,1
OOF,2014-0085-CHN,2014,1
OOF,2014-0087-YEM,2014,1
OOF,2014-0088-MYS,2014,1
OOF,2014-0089-THA,2014,1
OOF,2014-0090-GIN,2014,1
OOF,2014-0090-LBR,2014,1
OOF,2014-0090-MLI,2014,1
OOF,2014-0090-NGA,2014,1
OOF,2014-0090-SLE,2014,1
OOF,2014-0091-SLB,2014,1
OOF,2014-0092-MDG,2014,1
OOF,2014-0093-UGA,2014,1
OOF,2014-0094-CHL,2014,1
OOF,2014-0095-USA,2014,1
OOF,2014-0096-VUT,2014,1
OOF,2014-0098-THA,2014,1
OOF,2014-0099-ZAF,2014,1
OOF,2014-0100-USA,2014,1
OOF,2014-0104-COD,2014,1
OOF,2014-0106-IND,2014,1
OOF,2014-0107-CHN,2014,1
OOF,2014-0110-CHN,2014,1
OOF,2014-0111-NIC,2014,1
OOF,2014-0112-PER,2014,1
OOF,2014-0113-EGY,2014,1
OOF,2014-0114-EGY,2014,1
OOF,2014-0115-NGA,2014,1
OOF,2014-0116-RUS,2014,1
OOF,2014-0118-CHL,2014,1
OOF,2014-0119-TZA,2014,1
OOF,2014-0121-KOR,2014,1
OOF,2014-0122-TJK,2014,1
OOF,2014-0123-KAZ,2014,1
OOF,2014-0124-NPL,2014,1
OOF,2014-0125-PAK,2014,1
OOF,2014-0126-USA,2014,1
OOF,2014-0132-CHN,2014,1
OOF,2014-0133-CHN,2014,1
OOF,2014-0134-AFG,2014,1
OOF,2014-0135-BGD,2014,1
OOF,2014-0136-COD,2014,1
OOF,2014-0143-COL,2014,1
OOF,2014-0144-NGA,2014,1
OOF,2014-0145-NGA,2014,1
OOF,2014-0146-TUR,2014,1
OOF,2014-0147-PAK,2014,1
OOF,2014-0148-UGA,2014,1
OOF,2014-0149-THA,2014,1
OOF,2014-0150-ARE,2014,1
OOF,2014-0151-GRC,2014,1
OOF,2014-0152-GRC,2014,1
OOF,2014-0153-HTI,2014,1
OOF,2014-0154-BGD,2014,1
OOF,2014-0155-IND,2014,1
OOF,2014-0156-HKG,2014,1
OOF,2014-0158-SLE,2014,1
OOF,2014-0159-THA,2014,1
OOF,2014-0160-LBY,2014,1
OOF,2014-0161-LBY,2014,1
OOF,2014-0162-TUR,2014,1
OOF,2014-0163-TGO,2014,1
OOF,2014-0164-BIH,2014,1
OOF,2014-0164-HRV,2014,1
OOF,2014-0164-SRB,2014,1
OOF,2014-0165-USA,2014,1
OOF,2014-0167-USA,2014,1
OOF,2014-0168-RUS,2014,1
OOF,2014-0169-YEM,2014,1
OOF,2014-0170-RUS,2014,1
OOF,2014-0171-IRN,2014,1
OOF,2014-0174-GRC,2014,1
OOF,2014-0178-CHN,2014,1
OOF,2014-0179-CHN,2014,1
OOF,2014-0180-CHN,2014,1
OOF,2014-0181-LKA,2014,1
OOF,2014-0182-IND,2014,1
OOF,2014-0183-GTM,2014,1
OOF,2014-0184-IND,2014,1
OOF,2014-0185-AFG,2014,1
OOF,2014-0186-IDN,2014,1
OOF,2014-0187-PER,2014,1
OOF,2014-0188-BRA,2014,1
OOF,2014-0189-BRA,2014,1
OOF,2014-0190-COL,2014,1
OOF,2014-0191-SSD,2014,1
OOF,2014-0193-RUS,2014,1
OOF,2014-0194-PER,2014,1
OOF,2014-0195-IND,2014,1
OOF,2014-0198-IND,2014,1
OOF,2014-0199-KOR,2014,1
OOF,2014-0201-IND,2014,1
OOF,2014-0202-POL,2014,1
OOF,2014-0203-VNM,2014,1
OOF,2014-0206-IND,2014,1
OOF,2014-0207-IND,2014,1
OOF,2014-0208-RUS,2014,1
OOF,2014-0209-DEU,2014,1
OOF,2014-0210-BGR,2014,1
OOF,2014-0211-NGA,2014,1
OOF,2014-0212-CHN,2014,1
OOF,2014-0214-CHN,2014,1
OOF,2014-0215-CHN,2014,1
OOF,2014-0217-CHN,2014,1
OOF,2014-0218-IND,2014,1
OOF,2014-0219-RUS,2014,1
OOF,2014-0220-GIN,2014,1
OOF,2014-0221-LBY,2014,1
OOF,2014-0222-HTI,2014,1
OOF,2014-0223-COD,2014,1
OOF,2014-0224-MYS,2014,1
OOF,2014-0225-MYS,2014,1
OOF,2014-0226-EGY,2014,1
OOF,2014-0227-CHN,2014,1
OOF,2014-0227-PHL,2014,1
OOF,2014-0227-VNM,2014,1
OOF,2014-0228-CHN,2014,1
OOF,2014-0229-DEU,2014,1
OOF,2014-0230-ITA,2014,1
OOF,2014-0232-PAK,2014,1
OOF,2014-0233-SDN,2014,1
OOF,2014-0234-GTM,2014,1
OOF,2014-0234-MEX,2014,1
OOF,2014-0235-SSD,2014,1
OOF,2014-0236-JPN,2014,1
OOF,2014-0237-CIV,2014,1
OOF,2014-0238-MAR,2014,1
OOF,2014-0239-MYS,2014,1
OOF,2014-0240-CHN,2014,1
OOF,2014-0240-PHL,2014,1
OOF,2014-0244-BGD,2014,1
OOF,2014-0245-BRA,2014,1
OOF,2014-0246-NPL,2014,1
OOF,2014-0252-ITA,2014,1
OOF,2014-0254-MLI,2014,1
OOF,2014-0255-MYS,2014,1
OOF,2014-0256-EGY,2014,1
OOF,2014-0257-TWN,2014,1
OOF,2014-0259-IND,2014,1
OOF,2014-0260-KHM,2014,1
OOF,2014-0264-SDN,2014,1
OOF,2014-0266-CHN,2014,1
OOF,2014-0267-CHN,2014,1
OOF,2014-0268-IND,2014,1
OOF,2014-0268-NPL,2014,1
OOF,2014-0269-CHN,2014,1
OOF,2014-0270-IND,2014,1
OOF,2014-0271-JPN,2014,1
OOF,2014-0272-NPL,2014,1
OOF,2014-0273-COD,2014,1
OOF,2014-0274-NGA,2014,1
OOF,2014-0275-LBY,2014,1
OOF,2014-0278-PAN,2014,1
OOF,2014-0279-EGY,2014,1
OOF,2014-0280-BGR,2014,1
OOF,2014-0280-ROU,2014,1
OOF,2014-0281-CHN,2014,1
OOF,2014-0282-GHA,2014,1
OOF,2014-0283-TGO,2014,1
OOF,2014-0284-CAF,2014,1
OOF,2014-0285-IND,2014,1
OOF,2014-0286-EGY,2014,1
OOF,2014-0289-NER,2014,1
OOF,2014-0290-BGD,2014,1
OOF,2014-0291-ARG,2014,1
OOF,2014-0292-CHN,2014,1
OOF,2014-0293-PER,2014,1
OOF,2014-0294-CHN,2014,1
OOF,2014-0296-NPL,2014,1
OOF,2014-0297-PAK,2014,1
OOF,2014-0298-DZA,2014,1
OOF,2014-0299-IDN,2014,1
OOF,2014-0300-IDN,2014,1
OOF,2014-0301-TWN,2014,1
OOF,2014-0302-TUR,2014,1
OOF,2014-0303-LBY,2014,1
OOF,2014-0304-GIN,2014,1
OOF,2014-0305-BGD,2014,1
OOF,2014-0306-BIH,2014,1
OOF,2014-0306-SRB,2014,1
OOF,2014-0307-PER,2014,1
OOF,2014-0308-CHN,2014,1
OOF,2014-0309-IRN,2014,1
OOF,2014-0310-USA,2014,1
OOF,2014-0311-ZAF,2014,1
OOF,2014-0313-IND,2014,1
OOF,2014-0314-KOR,2014,1
OOF,2014-0316-JPN,2014,1
OOF,2014-0317-USA,2014,1
OOF,2014-0318-USA,2014,1
OOF,2014-0321-CHN,2014,1
OOF,2014-0322-PAK,2014,1
OOF,2014-0323-CHN,2014,1
OOF,2014-0324-KOR,2014,1
OOF,2014-0325-MEX,2014,1
OOF,2014-0327-GNB,2014,1
OOF,2014-0328-BRA,2014,1
OOF,2014-0329-SRB,2014,1
OOF,2014-0330-PHL,2014,1
OOF,2014-0333-MEX,2014,1
OOF,2014-0334-PER,2014,1
OOF,2014-0335-SSD,2014,1
OOF,2014-0336-JPN,2014,1
OOF,2014-0337-CHN,2014,1
OOF,2014-0338-IND,2014,1
OOF,2014-0339-DZA,2014,1
OOF,2014-0340-TUR,2014,1
OOF,2014-0341-COL,2014,1
OOF,2014-0342-ZAF,2014,1
OOF,2014-0343-IND,2014,1
OOF,2014-0343-PAK,2014,1
OOF,2014-0344-CHN,2014,1
OOF,2014-0345-THA,2014,1
OOF,2014-0353-HTI,2014,1
OOF,2014-0354-PAK,2014,1
OOF,2014-0355-CAF,2014,1
OOF,2014-0356-PER,2014,1
OOF,2014-0357-IND,2014,1
OOF,2014-0358-PHL,2014,1
OOF,2014-0359-SVN,2014,1
OOF,2014-0360-NGA,2014,1
OOF,2014-0361-IDN,2014,1
OOF,2014-0362-PAK,2014,1
OOF,2014-0363-BRA,2014,1
OOF,2014-0364-BGR,2014,1
OOF,2014-0366-LBY,2014,1
OOF,2014-0367-CAF,2014,1
OOF,2014-0368-BGR,2014,1
OOF,2014-0369-CAF,2014,1
OOF,2014-0370-SDN,2014,1
OOF,2014-0371-CMR,2014,1
OOF,2014-0372-LBY,2014,1
OOF,2014-0373-IND,2014,1
OOF,2014-0374-IDN,2014,1
OOF,2014-0376-IDN,2014,1
OOF,2014-0378-COL,2014,1
OOF,2014-0379-ITA,2014,1
OOF,2014-0380-GRC,2014,1
OOF,2014-0381-DEU,2014,1
OOF,2014-0385-MEX,2014,1
OOF,2014-0386-MEX,2014,1
OOF,2014-0388-FRA,2014,1
OOF,2014-0389-CHN,2014,1
OOF,2014-0390-CHN,2014,1
OOF,2014-0390-PHL,2014,1
OOF,2014-0390-VNM,2014,1
OOF,2014-0391-IND,2014,1
OOF,2014-0392-IND,2014,1
OOF,2014-0394-AGO,2014,1
OOF,2014-0395-GIN,2014,1
OOF,2014-0396-JPN,2014,1
OOF,2014-0397-JPN,2014,1
OOF,2014-0398-EGY,2014,1
OOF,2014-0399-HTI,2014,1
OOF,2014-0401-CMR,2014,1
OOF,2014-0402-LKA,2014,1
OOF,2014-0404-BGR,2014,1
OOF,2014-0406-CHN,2014,1
OOF,2014-0408-IND,2014,1
OOF,2014-0409-IND,2014,1
OOF,2014-0414-PHL,2014,1
OOF,2014-0415-KOR,2014,1
OOF,2014-0416-NPL,2014,1
OOF,2014-0417-MEX,2014,1
OOF,2014-0418-ZMB,2014,1
OOF,2014-0422-SLV,2014,1
OOF,2014-0425-MOZ,2014,1
OOF,2014-0427-BRA,2014,1
OOF,2014-0430-COL,2014,1
OOF,2014-0432-COD,2014,1
OOF,2014-0433-TUR,2014,1
OOF,2014-0434-LKA,2014,1
OOF,2014-0435-COL,2014,1
OOF,2014-0436-HND,2014,1
OOF,2014-0437-TUR,2014,1
OOF,2014-0439-NGA,2014,1
OOF,2014-0440-EGY,2014,1
OOF,2014-0442-ARG,2014,1
OOF,2014-0444-USA,2014,1
OOF,2014-0447-GTM,2014,1
OOF,2014-0447-HND,2014,1
OOF,2014-0448-ITA,2014,1
OOF,2014-0449-CHN,2014,1
OOF,2014-0450-ECU,2014,1
OOF,2014-0451-ESP,2014,1
OOF,2014-0452-ECU,2014,1
OOF,2014-0453-DOM,2014,1
OOF,2014-0453-HTI,2014,1
OOF,2014-0453-PRI,2014,1
OOF,2014-0455-CIV,2014,1
OOF,2014-0457-PAK,2014,1
OOF,2014-0458-CHE,2014,1
OOF,2014-0458-ITA,2014,1
OOF,2014-0459-USA,2014,1
OOF,2014-0460-ZWE,2014,1
OOF,2014-0461-NER,2014,1
OOF,2014-0462-FRA,2014,1
OOF,2014-0463-MAR,2014,1
OOF,2014-0464-CHN,2014,1
OOF,2014-0466-NPL,2014,1
OOF,2014-0467-NPL,2014,1
OOF,2014-0473-IDN,2014,1
OOF,2014-0474-PHL,2014,1
OOF,2014-0476-EGY,2014,1
OOF,2014-0477-CHN,2014,1
OOF,2014-0479-PHL,2014,1
OOF,2014-0480-YEM,2014,1
OOF,2014-0481-NIC,2014,1
OOF,2014-0482-USA,2014,1
OOF,2014-0483-IDN,2014,1
OOF,2014-0484-EGY,2014,1
OOF,2014-0485-COD,2014,1
OOF,2014-0486-ECU,2014,1
OOF,2014-0487-JPN,2014,1
OOF,2014-0488-FRA,2014,1
OOF,2014-0489-RUS,2014,1
OOF,2014-0490-MAR,2014,1
OOF,2014-0492-COL,2014,1
OOF,2014-0493-THA,2014,1
OOF,2014-0494-MYS,2014,1
OOF,2014-0495-LKA,2014,1
OOF,2014-0497-PHL,2014,1
OOF,2014-0498-COD,2014,1
OOF,2014-0499-COD,2014,1
OOF,2014-0500-IDN,2014,1
OOF,2014-0501-PAK,2014,1
OOF,2014-0502-ITA,2014,1
OOF,2014-0503-ECU,2014,1
OOF,2014-0505-COL,2014,1
OOF,2014-0514-ZWE,2014,1
OOF,2014-0515-NER,2014,1
OOF,2014-0518-MOZ,2014,1
OOF,2014-0518-SWZ,2014,1
OOF,2014-0519-JPN,2014,1
OOF,2014-0520-IND,2014,1
OOF,2014-0522-THA,2014,1
OOF,2014-0523-IND,2014,1
OOF,2014-0526-COD,2014,1
OOF,2014-0527-COD,2014,1
OOF,2014-0529-BOL,2015,1
OOF,2014-0529-PER,2014,1
OOF,2014-0530-MOZ,2014,1
OOF,2014-0530-MWI,2015,1
OOF,2014-0531-IND,2014,1
OOF,2014-0532-BOL,2014,1
OOF,2014-0534-PER,2014,1
OOF,2014-0535-LKA,2014,1
OOF,2014-0536-CIV,2014,1
OOF,2014-0538-IND,2014,1
OOF,2014-0540-USA,2014,1
OOF,2014-0544-CHN,2014,1
OOF,2014-0546-PAK,2014,1
OOF,2014-0547-PER,2014,1
OOF,2014-0548-LKA,2014,1
OOF,2014-0549-CHN,2014,1
OOF,2014-0550-CHN,2014,1
OOF,2014-0551-IND,2014,1
OOF,2014-0552-CHN,2014,1
OOF,2014-0555-CHN,2014,1
OOF,2014-0556-USA,2014,1
OOF,2014-0559-LBY,2014,1
OOF,2014-0560-SDN,2014,1
OOF,2014-0561-ITA,2014,1
OOF,2014-0562-LBY,2014,1
OOF,2014-0563-GRC,2014,1
OOF,2014-0564-CHN,2014,1
OOF,2014-0566-KOR,2014,1
OOF,2014-0567-PHL,2014,1
OOF,2014-0569-PAK,2014,1
OOF,2014-0570-CHN,2014,1
OOF,2014-0571-PHL,2014,1
OOF,2014-0572-CHN,2014,1
OOF,2014-0573-NER,2014,1
OOF,2014-0576-IDN,2014,1
OOF,2014-0578-JPN,2014,1
OOF,2014-0580-COD,2014,1
OOF,2014-0582-KEN,2014,1
OOF,2015-0001-CPV,2015,1
OOF,2015-0002-LBN,2015,1
OOF,2015-0002-PSE,2015,1
OOF,2015-0002-SYR,2015,1
OOF,2015-0003-PAK,2015,1
OOF,2015-0004-PER,2015,1
OOF,2015-0005-MOZ,2015,1
OOF,2015-0008-UKR,2015,1
OOF,2015-0011-MOZ,2015,1
OOF,2015-0011-MWI,2015,1
OOF,2015-0012-CAF,2015,1
OOF,2015-0013-CHN,2015,1
OOF,2015-0014-SYR,2015,1
OOF,2015-0015-ZWE,2015,1
OOF,2015-0016-MDG,2015,1
OOF,2015-0017-PHL,2015,1
OOF,2015-0018-MEX,2015,1
OOF,2015-0019-ESP,2015,1
OOF,2015-0020-PER,2015,1
OOF,2015-0021-MYS,2015,1
OOF,2015-0022-YEM,2015,1
OOF,2015-0024-NGA,2015,1
OOF,2015-0025-USA,2015,1
OOF,2015-0026-USA,2015,1
OOF,2015-0030-MWI,2015,1
OOF,2015-0030-ZWE,2015,1
OOF,2015-0036-IDN,2015,1
OOF,2015-0038-BGR,2015,1
OOF,2015-0038-GRC,2015,1
OOF,2015-0038-TUR,2015,1
OOF,2015-0040-TWN,2015,1
OOF,2015-0041-MEX,2015,1
OOF,2015-0042-COD,2015,1
OOF,2015-0044-ARG,2015,1
OOF,2015-0045-HTI,2015,1
OOF,2015-0046-USA,2015,1
OOF,2015-0047-ITA,2015,1
OOF,2015-0048-ARE,2015,1
OOF,2015-0049-MRT,2015,1
OOF,2015-0050-ZAF,2015,1
OOF,2015-0051-BGD,2015,1
OOF,2015-0054-AFG,2015,1
OOF,2015-0057-MDG,2015,1
OOF,2015-0058-AFG,2015,1
OOF,2015-0059-AFG,2015,1
OOF,2015-0060-DOM,2015,1
OOF,2015-0064-ITA,2015,1
OOF,2015-0065-UKR,2015,1
OOF,2015-0066-RUS,2015,1
OOF,2015-0067-CHN,2015,1
OOF,2015-0068-BGD,2015,1
OOF,2015-0069-TZA,2015,1
OOF,2015-0070-ARG,2015,1
OOF,2015-0071-UGA,2015,1
OOF,2015-0072-USA,2015,1
OOF,2015-0073-USA,2015,1
OOF,2015-0074-MDG,2015,1
OOF,2015-0075-AGO,2015,1
OOF,2015-0076-IDN,2015,1
OOF,2015-0077-IDN,2015,1
OOF,2015-0079-AUS,2015,1
OOF,2015-0081-ITA,2015,1
OOF,2015-0082-ARG,2015,1
OOF,2015-0084-TZA,2015,1
OOF,2015-0085-USA,2015,1
OOF,2015-0088-IRN,2015,1
OOF,2015-0089-RUS,2015,1
OOF,2015-0090-AGO,2015,1
OOF,2015-0091-AGO,2015,1
OOF,2015-0092-CHL,2015,1
OOF,2015-0093-VUT,2015,1
OOF,2015-0094-MMR,2015,1
OOF,2015-0095-BRA,2015,1
OOF,2015-0099-IND,2015,1
OOF,2015-0100-URY,2015,1
OOF,2015-0101-GIN,2015,1
OOF,2015-0102-PER,2015,1
OOF,2015-0105-CHN,2015,1
OOF,2015-0105-FSM,2015,1
OOF,2015-0106-CHL,2015,1
OOF,2015-0107-IND,2015,1
OOF,2015-0108-PER,2015,1
OOF,2015-0109-BDI,2015,1
OOF,2015-0110-MMR,2015,1
OOF,2015-0112-IDN,2015,1
OOF,2015-0114-ECU,2015,1
OOF,2015-0115-MEX,2015,1
OOF,2015-0116-HTI,2015,1
OOF,2015-0117-ZMB,2015,1
OOF,2015-0118-BGD,2015,1
OOF,2015-0118-IND,2015,1
OOF,2015-0118-MMR,2015,1
OOF,2015-0119-TJK,2015,1
OOF,2015-0121-MEX,2015,1
OOF,2015-0122-USA,2015,1
OOF,2015-0123-USA,2015,1
OOF,2015-0124-PAK,2015,1
OOF,2015-0126-IND,2015,1
OOF,2015-0127-IRN,2015,1
OOF,2015-0130-SAU,2015,1
OOF,2015-0131-CHN,2015,1
OOF,2015-0136-MAR,2015,1
OOF,2015-0137-RUS,2015,1
OOF,2015-0138-USA,2015,1
OOF,2015-0139-KEN,2015,1
OOF,2015-0140-TZA,2015,1
OOF,2015-0141-MKD,2015,1
OOF,2015-0144-BGD,2015,1
OOF,2015-0144-CHN,2015,1
OOF,2015-0144-IND,2015,1
OOF,2015-0144-NPL,2015,1
OOF,2015-0145-PAK,2015,1
OOF,2015-0146-MLI,2015,1
OOF,2015-0147-LBY,2015,1
OOF,2015-0148-AUS,2015,1
OOF,2015-0149-ZAF,2015,1
OOF,2015-0150-SAU,2015,1
OOF,2015-0151-AFG,2015,1
OOF,2015-0153-RWA,2015,1
OOF,2015-0154-KAZ,2015,1
OOF,2015-0155-USA,2015,1
OOF,2015-0156-BRA,2015,1
OOF,2015-0157-BRA,2015,1
OOF,2015-0158-KEN,2015,1
OOF,2015-0159-KEN,2015,1
OOF,2015-0160-CHN,2015,1
OOF,2015-0162-CHN,2015,1
OOF,2015-0163-CHN,2015,1
OOF,2015-0164-IND,2015,1
OOF,2015-0165-TZA,2015,1
OOF,2015-0167-KAZ,2015,1
OOF,2015-0168-CUB,2015,1
OOF,2015-0169-PAK,2015,1
OOF,2015-0170-PHL,2015,1
OOF,2015-0171-COL,2015,1
OOF,2015-0172-CHN,2015,1
OOF,2015-0173-COL,2015,1
OOF,2015-0174-USA,2015,1
OOF,2015-0175-CHN,2015,1
OOF,2015-0175-IND,2015,1
OOF,2015-0175-NPL,2015,1
OOF,2015-0176-PHL,2015,1
OOF,2015-0177-USA,2015,1
OOF,2015-0178-IND,2015,1
OOF,2015-0180-USA,2015,1
OOF,2015-0181-IDN,2015,1
OOF,2015-0182-ITA,2015,1
OOF,2015-0183-BFA,2015,1
OOF,2015-0184-PRY,2015,1
OOF,2015-0185-CHN,2015,1
OOF,2015-0186-USA,2015,1
OOF,2015-0187-MEX,2015,1
OOF,2015-0188-CHN,2015,1
OOF,2015-0189-IND,2015,1
OOF,2015-0191-EGY,2015,1
OOF,2015-0192-SYR,2015,1
OOF,2015-0193-NGA,2015,1
OOF,2015-0195-RUS,2015,1
OOF,2015-0196-CHN,2015,1
OOF,2015-0197-IRN,2015,1
OOF,2015-0198-SLV,2015,1
OOF,2015-0200-NER,2015,1
OOF,2015-0201-GHA,2015,1
OOF,2015-0203-ROU,2015,1
OOF,2015-0205-TZA,2015,1
OOF,2015-0206-NZL,2015,1
OOF,2015-0207-IND,2015,1
OOF,2015-0208-BRA,2015,1
OOF,2015-0211-USA,2015,1
OOF,2015-0212-USA,2015,1
OOF,2015-0213-BGD,2015,1
OOF,2015-0214-CHN,2015,1
OOF,2015-0215-PAK,2015,1
OOF,2015-0216-MYS,2015,1
OOF,2015-0217-GHA,2015,1
OOF,2015-0219-CHN,2015,1
OOF,2015-0220-CHN,2015,1
OOF,2015-0222-AZE,2015,1
OOF,2015-0223-PER,2015,1
OOF,2015-0225-NGA,2015,1
OOF,2015-0226-IND,2015,1
OOF,2015-0226-NPL,2015,1
OOF,2015-0227-GEO,2015,1
OOF,2015-0228-EGY,2015,1
OOF,2015-0229-EGY,2015,1
OOF,2015-0230-TUN,2015,1
OOF,2015-0231-CIV,2015,1
OOF,2015-0232-PAK,2015,1
OOF,2015-0233-CAF,2015,1
OOF,2015-0234-RUS,2015,1
OOF,2015-0235-RUS,2015,1
OOF,2015-0238-TWN,2015,1
OOF,2015-0240-CHN,2015,1
OOF,2015-0241-RUS,2015,1
OOF,2015-0242-NGA,2015,1
OOF,2015-0243-BGD,2015,1
OOF,2015-0244-JPN,2015,1
OOF,2015-0244-PHL,2015,1
OOF,2015-0247-CHN,2015,1
OOF,2015-0248-CHN,2015,1
OOF,2015-0249-IND,2015,1
OOF,2015-0252-VNM,2015,1
OOF,2015-0253-BGD,2015,1
OOF,2015-0253-IND,2015,1
OOF,2015-0253-MMR,2015,1
OOF,2015-0255-CHN,2015,1
OOF,2015-0258-IRN,2015,1
OOF,2015-0260-EGY,2015,1
OOF,2015-0261-JPN,2015,1
OOF,2015-0263-POL,2015,1
OOF,2015-0264-RUS,2015,1
OOF,2015-0265-RUS,2015,1
OOF,2015-0266-RUS,2015,1
OOF,2015-0267-IDN,2015,1
OOF,2015-0268-IND,2015,1
OOF,2015-0269-PER,2015,1
OOF,2015-0270-PHL,2015,1
OOF,2015-0271-CHN,2015,1
OOF,2015-0272-CHN,2015,1
OOF,2015-0273-TUR,2015,1
OOF,2015-0274-GRC,2015,1
OOF,2015-0276-ITA,2015,1
OOF,2015-0279-PHL,2015,1
OOF,2015-0281-SLB,2015,1
OOF,2015-0283-PHL,2015,1
OOF,2015-0284-PHL,2015,1
OOF,2015-0285-BRA,2015,1
OOF,2015-0287-CMR,2015,1
OOF,2015-0288-PAK,2015,1
OOF,2015-0289-LBY,2015,1
OOF,2015-0291-PAK,2015,1
OOF,2015-0292-VNM,2015,1
OOF,2015-0293-BGD,2015,1
OOF,2015-0295-EGY,2015,1
OOF,2015-0300-LAO,2015,1
OOF,2015-0301-SSD,2015,1
OOF,2015-0302-YEM,2015,1
OOF,2015-0303-CHN,2015,1
OOF,2015-0304-ITA,2015,1
OOF,2015-0305-MEX,2015,1
OOF,2015-0306-NPL,2015,1
OOF,2015-0308-MMR,2015,1
OOF,2015-0309-BGD,2015,1
OOF,2015-0311-COL,2015,1
OOF,2015-0312-USA,2015,1
OOF,2015-0315-PER,2015,1
OOF,2015-0317-IND,2015,1
OOF,2015-0318-MKD,2015,1
OOF,2015-0319-GNB,2015,1
OOF,2015-0320-IND,2015,1
OOF,2015-0321-RUS,2015,1
OOF,2015-0323-PHL,2015,1
OOF,2015-0326-USA,2015,1
OOF,2015-0333-IND,2015,1
OOF,2015-0333-PAK,2015,1
OOF,2015-0334-CHN,2015,1
OOF,2015-0336-COD,2015,1
OOF,2015-0337-MLI,2015,1
OOF,2015-0338-CHL,2015,1
OOF,2015-0339-CHN,2015,1
OOF,2015-0339-TWN,2015,1
OOF,2015-0340-IND,2015,1
OOF,2015-0342-EGY,2015,1
OOF,2015-0345-PRK,2015,1
OOF,2015-0346-BFA,2015,1
OOF,2015-0347-BGD,2015,1
OOF,2015-0348-COL,2015,1
OOF,2015-0349-ARG,2015,1
OOF,2015-0350-CHN,2015,1
OOF,2015-0351-CHN,2015,1
OOF,2015-0352-CAF,2015,1
OOF,2015-0353-GTM,2015,1
OOF,2015-0356-ITA,2015,1
OOF,2015-0357-CHN,2015,1
OOF,2015-0359-PHL,2015,1
OOF,2015-0360-ZAF,2015,1
OOF,2015-0362-IDN,2015,1
OOF,2015-0366-HTI,2015,1
OOF,2015-0367-COD,2015,1
OOF,2015-0368-NER,2015,1
OOF,2015-0369-LBY,2015,1
OOF,2015-0370-HTI,2015,1
OOF,2015-0371-PHL,2015,1
OOF,2015-0374-IND,2015,1
OOF,2015-0375-DMA,2015,1
OOF,2015-0375-HTI,2015,1
OOF,2015-0376-AUT,2015,1
OOF,2015-0377-LBY,2015,1
OOF,2015-0378-ITA,2015,1
OOF,2015-0385-COD,2015,1
OOF,2015-0386-SWZ,2015,1
OOF,2015-0387-ZAF,2015,1
OOF,2015-0388-ZAF,2015,1
OOF,2015-0389-SAU,2015,1
OOF,2015-0392-SDN,2015,1
OOF,2015-0393-SDN,2015,1
OOF,2015-0395-CHN,2015,1
